Date,Description,Amount,Type,Category
2026-01-02,ubr* trip london 8.40,8.40,Expense,Travel
2026-01-06,BACS FQJF SALARY,2500.00,Income,Salary
2026-01-01,NETFLIX 0XW7 GB,13.16,Expense,Entertainment
2026-01-04,CARD  PAYMENT AMAZON R18ZA,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM GOX69,13.37,Expense,Entertainment
2026-01-02,UBER TRIP QF5K BIRMINGHM,8.40,Expense,Travel
2026-01-05,Bank Trf R5O8A2 Rent,750.00,Expense,Rent
2026-01-05,RENt  PXU20V lANDLORD,750.00,Expense,Rent
2026-01-06,SALARY CREDIT COQT2,2500.00,Income,Salary
2026-01-05,BANK TRF RENT 45*DXR,750.00,Expense,Rent
2026-01-06,Payroll Za2Cwx,2500.00,Income,Salary
2026-01-06,BACS CREDIT PAYROLL 4P6TU,2500.00,Income,Salary
2026-01-06,BACS L7UACY SALARY,2500.00,Income,Salary
2026-01-04,CARD  PAYMENT AMAZON P64,24.99,Expense,Shopping
2026-01-03,Pos Txn Costa Coffee* 189,4.65,Expense,Food & Drink
2026-01-06,EMPLOYE*R PAY 7KTP,2500.00,Income,Salary
2026-01-06,SALARY CREDIT 6E4V,2500.00,Income,Salary
2026-01-03,starbu*cks glasgow 59252,4.71,Expense,Food & Drink
2026-01-01,NETFLIX.COM QISP,12.99,Expense,Entertainment
2026-01-06,EMPLOYER PAY C*86M,2500.00,Income,Salary
2026-01-04,Amzn Eu-Uk 75N69,24.99,Expense,Shopping
2026-01-05,RENT XDTU LANDLORD,750.00,Expense,Rent
2026-01-05,FPS RENT TO LANDLO,750.00,Expense,Rent
2026-01-02,UBR* TRIP BIRMING,8.40,Expense,Travel
2026-01-02,uber  bv e9gz,8.40,Expense,Travel
2026-01-05,RENT 23R4 LANDLORD,750.00,Expense,Rent
2026-01-05,RENT JIGCO LANDLORD,750.00,Expense,Rent
2026-01-04,aMZN MKTP Uk,24.08,Expense,Shopping
2026-01-03,CARD PAYMENT STARBUCKS 651,4.65,Expense,Food & Drink
2026-01-02,UBR* LIVERPOOL LPXT/FN8Q,8.40,Expense,Travel
2026-01-03,POS TXN COSTA COFFEE 330,4.65,Expense,Food & Drink
2026-01-04,AMZN  MKTP UK *2H7RDK 3ND,25.76,Expense,Shopping
2026-01-05,BAN*K TRF RENT,750.00,Expense,Rent
2026-01-06,PAYROLL 5IZA,2500.00,Income,Salary
2026-01-03,Starbucks #9594 Glasgow,4.65,Expense,Food & Drink
2026-01-05,STO RENT PAYMENT REF SO2S,750.00,Expense,Rent
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-01,netflix.com *uk,13.40,Expense,Entertainment
2026-01-03,MCR 4167,4.65,Expense,Food & Drink
2026-01-06,BACS G32M SALARY D41C,2500.00,Income,Salary
2026-01-03,STARB*UCKS STORE 431 LDN,4.64,Expense,Food & Drink
2026-01-05,STO RENT,750.00,Expense,Rent
2026-01-06,pAYRoLL 71E9L/YBR,2532.53,Income,Salary
2026-01-04,aMZN mKTp uK,24.99,Expense,Shopping
2026-01-01,Netflix.Com M460Q,12.99,Expense,Entertainment
2026-01-05,Rent Itwa* La,750.00,Expense,Rent
2026-01-02,UBR* LIVERPOOL 63EE,8.40,Expense,Travel
2026-01-02,UBER BV F5J2M,8.34,Expense,Travel
2026-01-01,CARD PAYMENT N*ETFLIX,13.31,Expense,Entertainment
2026-01-04,CARD PAYMENT AMAZON LBNN,24.99,Expense,Shopping
2026-01-05,RENT  UQ3IK LANDLORD,750.00,Expense,Rent
2026-01-03,COSTA* 41529 LDN REF 47YC,4.57,Expense,Food & Drink
2026-01-01,NETFLIX A4HRAI GB,12.99,Expense,Entertainment
2026-01-04,CARD PAYMENT AMAZON WGXOK,24.99,Expense,Shopping
2026-01-03,POS STARBUCKS #73752,4.65,Expense,Food & Drink
2026-01-02,UBR* TRIP LIVERPOOL,8.81,Expense,Travel
2026-01-02,UBER TRIP YPJBQ LONDON,8.40,Expense,Travel
2026-01-03,STARBUCKS  #850 BHM,4.65,Expense,Food & Drink
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-02,*TRIP  LIVERPOOL/EM,8.23,Expense,Travel
2026-01-05,BAnK Trf 682LW ReNT/OaF,750.00,Expense,Rent
2026-01-06,BACS CREDIT,2500.00,Income,Salary
2026-01-03,Starbucks Bhm 1,4.63,Expense,Food & Drink
2026-01-03,COSTA COFFEE #941,4.65,Expense,Food & Drink
2026-01-02,Uber Bv Xx9Uh Ref 668So4,8.40,Expense,Travel
2026-01-01,NETFLIX.COM C8TJT,12.99,Expense,Entertainment
2026-01-05,RENT AP108B LANDLORD,750.00,Expense,Rent
2026-01-01,NETFlIX x8n2I GB,12.99,Expense,Entertainment
2026-01-04,AMZN EU-UK BO3PHJ,24.99,Expense,Shopping
2026-01-04,CARD PAYMENT AMAZON LUMQ,25.62,Expense,Shopping
2026-01-06,EMPLOYER PAY 8WOS,2500.00,Income,Salary
2026-01-02,BIRMINGHM X,8.52,Expense,Travel
2026-01-02,uber *trip manchester 9991,7.99,Expense,Travel
2026-01-02,UBR* TRIP MANCHESTER 8.,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-04,Amzn Eu-Uk Loku,24.99,Expense,Shopping
2026-01-01,netflix wwi6 gb,13.15,Expense,Entertainment
2026-01-06,BACS S337*J5 SALARY/PM5,2500.00,Income,Salary
2026-01-06,BACS A3QS4 SALARY,2500.00,Income,Salary
2026-01-01,NETFLIX  UUPM8 GB,13.37,Expense,Entertainment
2026-01-02,UBER  TRIP 8TWG LIVERPOOL,8.40,Expense,Travel
2026-01-05,RENT V0VQ LANDLORD,750.00,Expense,Rent
2026-01-01,CARD  PAYMENT NETFLIX,13.17,Expense,Entertainment
2026-01-04,AMZN EU-UK KFW2,24.99,Expense,Shopping
2026-01-03,COSTA* 253 LDN,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS GLASGOW 07688 BU7HF,4.61,Expense,Food & Drink
2026-01-06,BACS CREDIT PA,2500.00,Income,Salary
2026-01-03,COSTA LDN 30965 REF QFTS,4.65,Expense,Food & Drink
2026-01-05,BANK  TRF 81PD5T R*ENT,742.32,Expense,Rent
2026-01-02,UBER TRIP WVKTY,8.22,Expense,Travel
2026-01-04,amzn mktp uk *rivwuq/e34r,24.99,Expense,Shopping
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-04,Amazon Uk Nzvz8A Ref Meanor,24.99,Expense,Shopping
2026-01-04,AMAZON UK JGBQK,24.99,Expense,Shopping
2026-01-02,UBR* TRIP BIRMINGHM 8.40,8.39,Expense,Travel
2026-01-06,BACS  1HJ5,2500.00,Income,Salary
2026-01-03,COSTA* 7596 LIV,4.65,Expense,Food & Drink
2026-01-02,UBER BV 086ALY,8.40,Expense,Travel
2026-01-05,FPS  RENT TO LANDL,750.00,Expense,Rent
2026-01-06,SALARY CREDIT YYMVV,2500.00,Income,Salary
2026-01-05,rent x2k3p landlord,750.00,Expense,Rent
2026-01-06,saLArY CReDIT mGBwKe,2500.00,Income,Salary
2026-01-05,BANK TRF 2MR9 RENT EFF,750.00,Expense,Rent
2026-01-02,Ubr* London 3Vfx,8.24,Expense,Travel
2026-01-06,SALARY CREDIT #5MCT30,2500.00,Income,Salary
2026-01-06,BACS  CREDIT PAYROLL,2500.00,Income,Salary
2026-01-04,CARD  PAYMENT AMAZON YI34I,25.55,Expense,Shopping
2026-01-04,CARD PAYMENT AMAZON ARN9,24.99,Expense,Shopping
2026-01-01,NETFLIX  #7WBQE GB,13.40,Expense,Entertainment
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *MKJ15,24.99,Expense,Shopping
2026-01-01,card payment netflix 328q9,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *Z7H5FW H2X,24.99,Expense,Shopping
2026-01-05,Fps Rent To Landlord,750.00,Expense,Rent
2026-01-06,BaCS CrEdIT PaYROLl,2500.00,Income,Salary
2026-01-03,POS TXN COSTA,4.65,Expense,Food & Drink
2026-01-05,BANK TRF S87S R,750.00,Expense,Rent
2026-01-02,UBER *TRIP MANCHESTER,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK *I4BI/UA,24.99,Expense,Shopping
2026-01-04,Card Payment Amazon Ujf7Bu,26.12,Expense,Shopping
2026-01-06,CREDIT UQP2X,2500.00,Income,Salary
2026-01-02,UBER TRiP CWlM LIVErpOOL/XGs#8,8.40,Expense,Travel
2026-01-06,PAYROLL QCT2,2500.00,Income,Salary
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-03,0711 birm,4.65,Expense,Food & Drink
2026-01-04,AMZN MKTP *0BHQ,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK *0R5,24.99,Expense,Shopping
2026-01-03,Pos Txn Costa Coffee 040,4.65,Expense,Food & Drink
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-06,SALARY CREDIT 1M*U8A,2500.00,Income,Salary
2026-01-03,PO*S  TXN COSTA COFFEE 144,4.65,Expense,Food & Drink
2026-01-06,BACS 5MC3UQ SALARY,2420.10,Income,Salary
2026-01-05,BANK TRF PNQI RENT,750.00,Expense,Rent
2026-01-04,AMZN Eu-U*K 6ISI,26.10,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,UBR*  BIRMINGHM 69PO,8.40,Expense,Travel
2026-01-06,PAYROLL IJN43,2500.00,Income,Salary
2026-01-05,BANK TRANSF,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *8CUZV,24.99,Expense,Shopping
2026-01-03,costa* 135 birm,4.65,Expense,Food & Drink
2026-01-05,FPS RENT TO LANDLORD 1633,750.00,Expense,Rent
2026-01-04,amzn  mktp uk *dp4se5,24.99,Expense,Shopping
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-01,card pmt netflix,12.99,Expense,Entertainment
2026-01-01,netflix.com *uk,12.99,Expense,Entertainment
2026-01-02,UBR*  LIVERPOOL BSMYXF,8.62,Expense,Travel
2026-01-04,AMZN EU-UK R0334E,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-03,POS STARBUCKS,4.44,Expense,Food & Drink
2026-01-04,AMZN EU-UK #0JU9X8,24.99,Expense,Shopping
2026-01-03,COSTA  COFFEE,4.65,Expense,Food & Drink
2026-01-03,CARD PAYMENT STARBUCKS 5591 0200,4.65,Expense,Food & Drink
2026-01-01,NETF*LIX  GB,12.99,Expense,Entertainment
2026-01-04,AMZN EU-UK DT6QV REF YV6P19,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT G1LW,2500.00,Income,Salary
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-01,NETFLIX O2NOAA GB,12.99,Expense,Entertainment
2026-01-01,NETFLIX  X5JT6 GB,13.38,Expense,Entertainment
2026-01-06,SALARY CREDIT 0MJQVM,2500.00,Income,Salary
2026-01-04,CARD PAYMENT AMAZON PD870,24.99,Expense,Shopping
2026-01-04,AMAZON UK 0XIP,24.99,Expense,Shopping
2026-01-03,STARBUCKS #196 LDN,4.65,Expense,Food & Drink
2026-01-06,SALARY CREDIT M0WQBO,2500.00,Income,Salary
2026-01-06,BA*CS T#6714S SALARY,2500.00,Income,Salary
2026-01-04,AMZN  MKTP UK *E0NDV3 237,25.98,Expense,Shopping
2026-01-03,CARD PAYMENT STARBUCKS #303,4.65,Expense,Food & Drink
2026-01-01,NETFLIX 5QDSS GB,12.99,Expense,Entertainment
2026-01-02,UBER  *TRIP LONDON,8.77,Expense,Travel
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-01,CARD NETFLIX,12.89,Expense,Entertainment
2026-01-04,car*d pmt amazon bi8u0j 3149,24.99,Expense,Shopping
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBER BV FNKB,8.40,Expense,Travel
2026-01-02,UBR* TRIP BIRMINGHM 8.40,8.21,Expense,Travel
2026-01-03,POS TXN COSTA COFFEE 35558,4.45,Expense,Food & Drink
2026-01-05,BANK TRF CAF0CO RENT,772.19,Expense,Rent
2026-01-03,COSTA  COFFEE #269,4.48,Expense,Food & Drink
2026-01-01,NETFLIX.COM *UK,12.63,Expense,Entertainment
2026-01-06,Salary Credit Xprf,2500.00,Income,Salary
2026-01-06,BACS 13F8G SALARY,2500.00,Income,Salary
2026-01-06,PayRolL 5DUS,2500.00,Income,Salary
2026-01-05,FPS RE*NT TO LANDLORD,750.00,Expense,Rent
2026-01-06,EMPLOYER PAY A2G7L,2500.00,Income,Salary
2026-01-01,Netflix.Com Tf3I,12.99,Expense,Entertainment
2026-01-03,STARBUCKS STORE 345 LEEDS,4.55,Expense,Food & Drink
2026-01-05,BANK  TRF ReNT,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 87079,4.54,Expense,Food & Drink
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-03,STARBUCKS MCR 962,4.65,Expense,Food & Drink
2026-01-02,UBER *TRIP MANCHESTER,8.40,Expense,Travel
2026-01-03,STARBUC*KS  STORE 6529,4.65,Expense,Food & Drink
2026-01-06,BACS FF7X0G SALARY XCZ,2500.00,Income,Salary
2026-01-02,UBEr tRIP birMiNGHm,8.43,Expense,Travel
2026-01-03,S*TARBUCKS #6517 BHM,4.85,Expense,Food & Drink
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-05,STO  RENT,750.00,Expense,Rent
2026-01-05,ReNt  2QCa lANdLORD,750.00,Expense,Rent
2026-01-04,amazon uk nxe7x,24.99,Expense,Shopping
